local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid,solar
2018-06-01 00:00:00-05:00,1.9264999999999999,0.9455000000000003,1.9264999999999999,,,,2.8720000000000003,-0.004
2018-06-01 00:30:00-05:00,1.0865,0.7865,1.0865,,,,1.8730000000000002,-0.004
2018-06-01 01:00:00-05:00,1.387,0.8665,1.387,,,,2.2535,-0.004
2018-06-01 01:30:00-05:00,1.3344999999999998,0.8585,1.3344999999999998,,,,2.193,-0.004
2018-06-01 02:00:00-05:00,1.1585,0.766,1.1585,,,,1.9245,-0.0045000000000000005
2018-06-01 02:30:00-05:00,0.8160000000000001,0.6639999999999999,0.8160000000000001,,,,1.4800000000000002,-0.0045000000000000005
2018-06-01 03:00:00-05:00,1.127,0.8009999999999999,1.127,,,,1.928,-0.0045000000000000005
2018-06-01 03:30:00-05:00,1.1265,0.7595,1.1265,,,,1.886,-0.0045000000000000005
2018-06-01 04:00:00-05:00,0.5125,0.6065,0.5125,,,,1.119,-0.005
2018-06-01 04:30:00-05:00,1.0374999999999999,0.7215,1.0374999999999999,,,,1.7590000000000001,-0.0045000000000000005
2018-06-01 05:00:00-05:00,0.563,0.621,0.563,,,,1.184,-0.005
2018-06-01 05:30:00-05:00,0.423,0.567,0.423,,,,0.9899999999999999,-0.005
2018-06-01 06:00:00-05:00,0.44650000000000006,0.7125000000000001,0.44650000000000006,,,,1.159,-0.0045000000000000005
2018-06-01 06:30:00-05:00,0.0,0.4,0.0,,,,0.4,0.011
2018-06-01 07:00:00-05:00,0.42,0.39199999999999996,0.42,,,,0.8119999999999999,0.14400000000000002
2018-06-01 07:30:00-05:00,0.451,0.615,0.451,,,,1.066,0.22949999999999998
2018-06-01 08:00:00-05:00,0.615,0.601,0.615,,,,1.216,0.34600000000000003
2018-06-01 08:30:00-05:00,0.5625,0.3630000000000001,0.5625,,,,0.9255000000000001,0.37900000000000006
2018-06-01 09:00:00-05:00,0.626,0.15299999999999994,0.626,,,,0.7789999999999999,0.6415
2018-06-01 09:30:00-05:00,0.6525,-0.9044999999999999,0.6525,,,,-0.25199999999999995,1.6589999999999998
2018-06-01 10:00:00-05:00,0.627,-1.017,0.627,,,,-0.39,1.5855000000000001
2018-06-01 10:30:00-05:00,0.8109999999999999,-1.361,0.8109999999999999,,,,-0.55,1.8975
2018-06-01 11:00:00-05:00,1.2614999999999998,-0.9904999999999999,1.2614999999999998,,,,0.271,1.7245
2018-06-01 11:30:00-05:00,0.9495,-2.225,0.9495,,,,-1.2754999999999999,2.9515000000000002
2018-06-01 12:00:00-05:00,1.7625,-1.6310000000000002,1.7625,,,,0.13150000000000003,2.6235
2018-06-01 12:30:00-05:00,2.1879999999999997,-2.5060000000000002,2.1879999999999997,,,,-0.31799999999999995,3.4855
2018-06-01 13:00:00-05:00,2.045,-2.5755,2.045,,,,-0.5305,3.52
2018-06-01 13:30:00-05:00,2.8595,-2.549,2.8595,,,,0.3105,3.6630000000000003
