local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid,solar
2018-06-01 00:00:00-05:00,0.417,0.597,0.417,,,,1.014,-0.009000000000000001
2018-06-01 00:30:00-05:00,0.064,0.6649999999999999,0.064,,,,0.7290000000000001,-0.009500000000000001
2018-06-01 01:00:00-05:00,0.3495,0.6585000000000001,0.3495,,,,1.008,-0.009500000000000001
2018-06-01 01:30:00-05:00,0.40950000000000003,0.6739999999999999,0.40950000000000003,,,,1.0835,-0.009000000000000001
2018-06-01 02:00:00-05:00,0.4095,0.6564999999999999,0.4095,,,,1.0659999999999998,-0.01
2018-06-01 02:30:00-05:00,0.0015,0.553,0.0015,,,,0.5545,-0.009500000000000001
2018-06-01 03:00:00-05:00,0.43250000000000005,0.6839999999999999,0.43250000000000005,,,,1.1165,-0.009000000000000001
2018-06-01 03:30:00-05:00,0.433,0.686,0.433,,,,1.119,-0.009500000000000001
2018-06-01 04:00:00-05:00,0.0015,0.7725,0.0015,,,,0.774,-0.009000000000000001
2018-06-01 04:30:00-05:00,0.41200000000000003,0.7124999999999999,0.41200000000000003,,,,1.1245,-0.01
2018-06-01 05:00:00-05:00,0.1595,0.7345,0.1595,,,,0.894,-0.009500000000000001
2018-06-01 05:30:00-05:00,0.2515,0.7055,0.2515,,,,0.957,-0.009000000000000001
2018-06-01 06:00:00-05:00,0.407,0.8490000000000001,0.407,,,,1.256,-0.018500000000000003
2018-06-01 06:30:00-05:00,0.32599999999999996,0.8610000000000001,0.32599999999999996,,,,1.1869999999999998,-0.0115
2018-06-01 07:00:00-05:00,0.6115,0.509,0.6115,,,,1.1205,0.115
2018-06-01 07:30:00-05:00,0.0015,0.422,0.0015,,,,0.4235,0.1975
2018-06-01 08:00:00-05:00,1.2365,0.366,1.2365,,,,1.6025,0.305
2018-06-01 08:30:00-05:00,1.0030000000000001,0.2964999999999999,1.0030000000000001,,,,1.2995,0.343
2018-06-01 09:00:00-05:00,0.5189999999999999,-0.06649999999999995,0.5189999999999999,,,,0.4525,0.624
2018-06-01 09:30:00-05:00,0.536,-1.221,0.536,,,,-0.6849999999999999,1.733
2018-06-01 10:00:00-05:00,0.5355,-1.045,0.5355,,,,-0.5095000000000001,1.6484999999999999
2018-06-01 10:30:00-05:00,0.538,-1.4300000000000002,0.538,,,,-0.8919999999999999,2.0324999999999998
2018-06-01 11:00:00-05:00,0.6645,-1.185,0.6645,,,,-0.5205000000000001,1.7919999999999998
2018-06-01 11:30:00-05:00,0.171,-2.6020000000000003,0.171,,,,-2.431,3.1525
2018-06-01 12:00:00-05:00,0.002,-2.258,0.002,,,,-2.2560000000000002,2.8125
2018-06-01 12:30:00-05:00,0.4740000000000001,-3.0915,0.4740000000000001,,,,-2.6174999999999997,3.7295
2018-06-01 13:00:00-05:00,0.621,-3.0865,0.621,,,,-2.4655,3.7375
2018-06-01 13:30:00-05:00,0.565,-3.0810000000000004,0.565,,,,-2.516,3.8165
2018-06-01 14:00:00-05:00,0.6045,-3.1189999999999998,0.6045,,,,-2.5145,3.7585
2018-06-01 14:30:00-05:00,0.8700000000000001,-3.0025000000000004,0.8700000000000001,,,,-2.1325000000000003,3.646
2018-06-01 15:00:00-05:00,1.129,-2.7925,1.129,,,,-1.6635,3.422
2018-06-01 15:30:00-05:00,0.704,-2.5245,0.704,,,,-1.8205,3.1505
