local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid,solar
2018-06-01 00:00:00-05:00,1.0984999999999998,0.8905000000000001,1.0984999999999998,,,,1.989,-0.0025
2018-06-01 00:30:00-05:00,0.9894999999999999,0.7659999999999998,0.9894999999999999,,,,1.7555,-0.002
2018-06-01 01:00:00-05:00,0.8715,0.8,0.8715,,,,1.6715,-0.002
2018-06-01 01:30:00-05:00,0.8174999999999999,0.7700000000000002,0.8174999999999999,,,,1.5875,-0.002
2018-06-01 02:00:00-05:00,0.801,0.702,0.801,,,,1.5030000000000001,-0.002
2018-06-01 02:30:00-05:00,0.8325,0.7565,0.8325,,,,1.589,-0.002
2018-06-01 03:00:00-05:00,0.6035,0.6210000000000001,0.6035,,,,1.2245000000000001,-0.002
2018-06-01 03:30:00-05:00,0.1985,0.49050000000000005,0.1985,,,,0.689,-0.002
2018-06-01 04:00:00-05:00,0.8005,0.7649999999999999,0.8005,,,,1.5655,-0.002
2018-06-01 04:30:00-05:00,0.7390000000000001,0.7434999999999999,0.7390000000000001,,,,1.4825,-0.002
2018-06-01 05:00:00-05:00,0.0,0.35150000000000003,0.0,,,,0.35150000000000003,-0.002
2018-06-01 05:30:00-05:00,0.782,0.7565000000000001,0.782,,,,1.5385,-0.002
2018-06-01 06:00:00-05:00,0.7485,0.7500000000000001,0.7485,,,,1.4985,-0.002
2018-06-01 06:30:00-05:00,0.0,0.305,0.0,,,,0.305,0.0085
2018-06-01 07:00:00-05:00,0.7985,0.603,0.7985,,,,1.4015,0.155
2018-06-01 07:30:00-05:00,0.0,0.1765,0.0,,,,0.1765,0.2425
2018-06-01 08:00:00-05:00,0.655,0.3734999999999999,0.655,,,,1.0285,0.356
2018-06-01 08:30:00-05:00,0.262,0.053500000000000034,0.262,,,,0.31550000000000006,0.4165
2018-06-01 09:00:00-05:00,0.41450000000000004,-0.19300000000000003,0.41450000000000004,,,,0.2215,0.732
2018-06-01 09:30:00-05:00,0.4635,-1.435,0.4635,,,,-0.9715,1.955
2018-06-01 10:00:00-05:00,0.4515,-1.3215,0.4515,,,,-0.87,1.755
2018-06-01 10:30:00-05:00,0.4585,-1.4095,0.4585,,,,-0.9510000000000001,2.0085
2018-06-01 11:00:00-05:00,0.528,-1.371,0.528,,,,-0.843,1.943
2018-06-01 11:30:00-05:00,0.579,-2.7835,0.579,,,,-2.2045000000000003,3.317
2018-06-01 12:00:00-05:00,0.7150000000000001,-2.252,0.7150000000000001,,,,-1.537,2.865
2018-06-01 12:30:00-05:00,0.9555,-2.77,0.9555,,,,-1.8145,3.491
2018-06-01 13:00:00-05:00,1.5739999999999998,-2.831,1.5739999999999998,,,,-1.2570000000000001,3.6765
2018-06-01 13:30:00-05:00,1.6785,-2.9185000000000003,1.6785,,,,-1.24,3.7430000000000003
2018-06-01 14:00:00-05:00,1.838,-2.8015,1.838,,,,-0.9635,3.761
2018-06-01 14:30:00-05:00,1.9405000000000001,-2.7865,1.9405000000000001,,,,-0.8459999999999999,3.7205000000000004
2018-06-01 15:00:00-05:00,2.5015,-2.545,2.5015,,,,-0.04349999999999998,3.5855
2018-06-01 15:30:00-05:00,3.2474999999999996,-2.1685,3.2474999999999996,,,,1.079,3.4195
2018-06-01 16:00:00-05:00,2.229,-2.1695,2.229,,,,0.0595,3.1770000000000005
2018-06-01 16:30:00-05:00,3.6795,-1.5659999999999998,3.6795,,,,2.1135,2.8365
2018-06-01 17:00:00-05:00,3.6550000000000002,-1.2044999999999997,3.6550000000000002,,,,2.4505,2.4905
2018-06-01 17:30:00-05:00,2.524,-0.9834999999999999,2.524,,,,1.5405,2.099
2018-06-01 18:00:00-05:00,2.996,-0.474,2.996,,,,2.5220000000000002,1.6604999999999999
2018-06-01 18:30:00-05:00,2.6725000000000003,0.11899999999999988,2.6725000000000003,,,,2.7915,1.1835
2018-06-01 19:00:00-05:00,1.999,0.9860000000000001,1.999,,,,2.985,0.706
2018-06-01 19:30:00-05:00,2.1935,1.3599999999999997,2.1935,,,,3.553499999999999,0.27449999999999997
2018-06-01 20:00:00-05:00,1.9985,0.9205000000000002,1.9985,,,,2.919,-0.005999999999999999
2018-06-01 20:30:00-05:00,1.772,0.94,1.772,,,,2.712,-0.017499999999999998
2018-06-01 21:00:00-05:00,1.7879999999999998,0.9490000000000002,1.7879999999999998,,,,2.737,-0.003
2018-06-01 21:30:00-05:00,1.871,0.9450000000000002,1.871,,,,2.816,-0.003
2018-06-01 22:00:00-05:00,1.492,0.8775000000000002,1.492,,,,2.3695,-0.003
2018-06-01 22:30:00-05:00,1.1345,0.8054999999999999,1.1345,,,,1.94,-0.002
2018-06-01 23:00:00-05:00,1.002,1.177,1.002,,,,2.1790000000000003,-0.003
2018-06-01 23:30:00-05:00,1.5295,1.1855,1.5295,,,,2.715,-0.003
2018-06-02 00:00:00-05:00,3.027,1.4095,3.027,,,,4.4365000000000006,-0.003
2018-06-02 00:30:00-05:00,1.8570000000000002,1.1219999999999999,1.8570000000000002,,,,2.979,-0.0025
2018-06-02 01:00:00-05:00,1.6620000000000001,1.0225000000000002,1.6620000000000001,,,,2.6845,-0.003
2018-06-02 01:30:00-05:00,1.5115,0.9089999999999999,1.5115,,,,2.4205,-0.0025
2018-06-02 02:00:00-05:00,1.1645,0.9155000000000001,1.1645,,,,2.08,-0.0025
2018-06-02 02:30:00-05:00,0.967,0.7945,0.967,,,,1.7615,-0.0025
2018-06-02 03:00:00-05:00,0.8995000000000001,0.7329999999999998,0.8995000000000001,,,,1.6324999999999998,-0.0025
2018-06-02 03:30:00-05:00,0.813,0.671,0.813,,,,1.484,-0.002
2018-06-02 04:00:00-05:00,0.793,0.7475000000000002,0.793,,,,1.5405000000000002,-0.002
2018-06-02 04:30:00-05:00,0.758,0.6605000000000002,0.758,,,,1.4185,-0.002
2018-06-02 05:00:00-05:00,0.046,0.38249999999999995,0.046,,,,0.4285,-0.002
2018-06-02 05:30:00-05:00,0.7400000000000001,0.6775000000000002,0.7400000000000001,,,,1.4175,-0.002
2018-06-02 06:00:00-05:00,0.7695000000000001,0.738,0.7695000000000001,,,,1.5075,-0.002
2018-06-02 06:30:00-05:00,0.7105,0.653,0.7105,,,,1.3635,-0.0045000000000000005
2018-06-02 07:00:00-05:00,0.0,0.243,0.0,,,,0.243,0.1085
2018-06-02 07:30:00-05:00,0.7345,0.42799999999999994,0.7345,,,,1.1624999999999999,0.2785
2018-06-02 08:00:00-05:00,0.7125,0.3045,0.7125,,,,1.017,0.517
2018-06-02 08:30:00-05:00,-0.0005,-0.39049999999999996,-0.0005,,,,-0.391,0.7455
2018-06-02 09:00:00-05:00,0.42200000000000004,-0.7285,0.42200000000000004,,,,-0.3065,1.213
2018-06-02 09:30:00-05:00,0.0605,-1.3105,0.0605,,,,-1.25,1.6835
2018-06-02 10:00:00-05:00,0.44299999999999995,-1.4885000000000002,0.44299999999999995,,,,-1.0455,2.0465
2018-06-02 10:30:00-05:00,0.5155,-2.0075,0.5155,,,,-1.492,2.517
2018-06-02 11:00:00-05:00,0.508,-2.3535,0.508,,,,-1.8455,2.9065000000000003
2018-06-02 11:30:00-05:00,0.747,-2.5775,0.747,,,,-1.8305,3.2195
2018-06-02 12:00:00-05:00,1.4425,-2.6235,1.4425,,,,-1.1809999999999998,3.4445
