local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid,solar
2018-06-01 00:00:00-05:00,1.3405,1.2545,1.3405,,,,2.595,-0.0035
2018-06-01 00:30:00-05:00,0.9415,0.8405,0.9415,,,,1.782,-0.0055
2018-06-01 01:00:00-05:00,0.527,0.7454999999999999,0.527,,,,1.2725,-0.006
2018-06-01 01:30:00-05:00,0.7809999999999999,0.6855,0.7809999999999999,,,,1.4665,-0.0055
2018-06-01 02:00:00-05:00,0.995,0.7395,0.995,,,,1.7345000000000002,-0.0055
2018-06-01 02:30:00-05:00,0.659,0.7145000000000001,0.659,,,,1.3735000000000002,-0.0055
2018-06-01 03:00:00-05:00,0.24,0.5415,0.24,,,,0.7815,-0.0075
2018-06-01 03:30:00-05:00,0.9314999999999999,2.0155,0.9314999999999999,,,,2.947,-0.0015
2018-06-01 04:00:00-05:00,0.8675,4.0495,0.8675,,,,4.917,0.0045
2018-06-01 04:30:00-05:00,0.049,3.872,0.049,,,,3.921,0.0015
2018-06-01 05:00:00-05:00,0.9144999999999999,3.6315,0.9144999999999999,,,,4.546,0.0035
2018-06-01 05:30:00-05:00,0.123,1.2349999999999999,0.123,,,,1.358,-0.005
2018-06-01 06:00:00-05:00,0.7725,0.687,0.7725,,,,1.4595,-0.0155
2018-06-01 06:30:00-05:00,0.8949999999999999,0.9115,0.8949999999999999,,,,1.8064999999999998,-0.009500000000000001
2018-06-01 07:00:00-05:00,0.0,0.5075,0.0,,,,0.5075,0.133
2018-06-01 07:30:00-05:00,0.0,0.48350000000000004,0.0,,,,0.48350000000000004,0.217
2018-06-01 08:00:00-05:00,0.0,0.35,0.0,,,,0.35,0.3295
2018-06-01 08:30:00-05:00,0.0,0.16899999999999998,0.0,,,,0.16899999999999998,0.376
2018-06-01 09:00:00-05:00,0.0,-0.1455,0.0,,,,-0.1455,0.724
2018-06-01 09:30:00-05:00,0.0,-1.639,0.0,,,,-1.639,2.26
2018-06-01 10:00:00-05:00,0.0,-1.566,0.0,,,,-1.566,2.0744999999999996
2018-06-01 10:30:00-05:00,0.0,-1.634,0.0,,,,-1.634,2.349
2018-06-01 11:00:00-05:00,0.0,-1.589,0.0,,,,-1.589,2.1
2018-06-01 11:30:00-05:00,0.0,-3.0165,0.0,,,,-3.0165,3.6565000000000003
2018-06-01 12:00:00-05:00,0.0,-2.5815,0.0,,,,-2.5815,3.197
2018-06-01 12:30:00-05:00,1.096,-3.393,1.096,,,,-2.297,4.154
2018-06-01 13:00:00-05:00,0.0,-3.44,0.0,,,,-3.44,4.082
2018-06-01 13:30:00-05:00,0.872,-3.4125,0.872,,,,-2.5404999999999998,4.144500000000001
2018-06-01 14:00:00-05:00,0.2265,-3.4215,0.2265,,,,-3.1950000000000003,4.0120000000000005
2018-06-01 14:30:00-05:00,1.3575,-2.9770000000000003,1.3575,,,,-1.6195,3.8705
2018-06-01 15:00:00-05:00,0.5,-3.012,0.5,,,,-2.512,3.627
2018-06-01 15:30:00-05:00,0.873,-2.6045,0.873,,,,-1.7315,3.319
2018-06-01 16:00:00-05:00,0.0,-2.309,0.0,,,,-2.309,2.927
2018-06-01 16:30:00-05:00,0.0,-1.9775,0.0,,,,-1.9775,2.479
