local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid,solar
2018-06-01 00:00:00-05:00,0.0,0.352,0.0,,,,0.352,-0.006999999999999999
2018-06-01 00:30:00-05:00,1.4264999999999999,0.8195,1.4264999999999999,,,,2.246,-0.006
2018-06-01 01:00:00-05:00,0.0,0.379,0.0,,,,0.379,-0.006999999999999999
2018-06-01 01:30:00-05:00,1.485,0.7930000000000001,1.485,,,,2.278,-0.0065
2018-06-01 02:00:00-05:00,0.0215,0.4075,0.0215,,,,0.42900000000000005,-0.006999999999999999
2018-06-01 02:30:00-05:00,0.0,0.35650000000000004,0.0,,,,0.35650000000000004,-0.006999999999999999
2018-06-01 03:00:00-05:00,1.8860000000000001,1.0484999999999998,1.8860000000000001,,,,2.9345,-0.006
2018-06-01 03:30:00-05:00,0.0,0.395,0.0,,,,0.395,-0.006999999999999999
2018-06-01 04:00:00-05:00,0.0,0.2925,0.0,,,,0.2925,-0.006999999999999999
2018-06-01 04:30:00-05:00,2.4475,1.1680000000000001,2.4475,,,,3.6155,-0.006
2018-06-01 05:00:00-05:00,2.1805,1.0355000000000003,2.1805,,,,3.216,-0.006
2018-06-01 05:30:00-05:00,0.0,0.387,0.0,,,,0.387,-0.006999999999999999
2018-06-01 06:00:00-05:00,0.0,0.359,0.0,,,,0.359,-0.008
2018-06-01 06:30:00-05:00,0.0,0.4225,0.0,,,,0.4225,-0.0275
2018-06-01 07:00:00-05:00,0.574,0.8225000000000001,0.574,,,,1.3965,0.0965
2018-06-01 07:30:00-05:00,1.3595000000000002,1.3634999999999997,1.3595000000000002,,,,2.723,0.21250000000000002
2018-06-01 08:00:00-05:00,2.455,1.6194999999999997,2.455,,,,4.0745000000000005,0.3325
2018-06-01 08:30:00-05:00,0.0,0.2745,0.0,,,,0.2745,0.392
2018-06-01 09:00:00-05:00,0.0,0.2265,0.0,,,,0.2265,0.7335
2018-06-01 09:30:00-05:00,1.9555,-0.7534999999999996,1.9555,,,,1.2020000000000002,2.226
2018-06-01 10:00:00-05:00,1.3305,-0.91,1.3305,,,,0.4205,1.995
2018-06-01 10:30:00-05:00,1.5335,-0.6665000000000002,1.5335,,,,0.867,2.222
