local_15min,ac_sum,no_ac_grid,air1,air2,air3,airwindowunit1,grid
2018-06-01 00:00:00-05:00,0.386,3.0915,0.386,,,,3.4775
2018-06-01 00:30:00-05:00,1.7225000000000001,0.7424999999999998,1.7225000000000001,,,,2.465
2018-06-01 01:00:00-05:00,0.252,0.6965000000000001,0.252,,,,0.9485000000000001
2018-06-01 01:30:00-05:00,1.2405,0.601,1.2405,,,,1.8415
2018-06-01 02:00:00-05:00,0.5455,0.6275000000000002,0.5455,,,,1.173
2018-06-01 02:30:00-05:00,0.9635,0.7024999999999999,0.9635,,,,1.666
2018-06-01 03:00:00-05:00,0.7825,0.5740000000000001,0.7825,,,,1.3565
2018-06-01 03:30:00-05:00,0.4775,0.6500000000000001,0.4775,,,,1.1275
2018-06-01 04:00:00-05:00,1.189,0.6820000000000003,1.189,,,,1.8710000000000002
2018-06-01 04:30:00-05:00,0.0,0.5489999999999999,0.0,,,,0.5489999999999999
2018-06-01 05:00:00-05:00,1.4114999999999998,0.7600000000000001,1.4114999999999998,,,,2.1715
2018-06-01 05:30:00-05:00,0.08800000000000001,0.69,0.08800000000000001,,,,0.778
2018-06-01 06:00:00-05:00,1.1215,0.6114999999999999,1.1215,,,,1.7329999999999999
2018-06-01 06:30:00-05:00,0.386,0.71,0.386,,,,1.096
2018-06-01 07:00:00-05:00,0.0,0.587,0.0,,,,0.587
2018-06-01 07:30:00-05:00,0.0,0.6094999999999999,0.0,,,,0.6094999999999999
2018-06-01 08:00:00-05:00,0.0,0.6795,0.0,,,,0.6795
2018-06-01 08:30:00-05:00,0.0,0.5765,0.0,,,,0.5765
2018-06-01 09:00:00-05:00,0.0,0.6795,0.0,,,,0.6795
2018-06-01 09:30:00-05:00,0.0,0.7965,0.0,,,,0.7965
2018-06-01 10:00:00-05:00,0.0,0.706,0.0,,,,0.706
2018-06-01 10:30:00-05:00,0.0,0.7849999999999999,0.0,,,,0.7849999999999999
2018-06-01 11:00:00-05:00,0.0,0.8125,0.0,,,,0.8125
2018-06-01 11:30:00-05:00,0.0,0.804,0.0,,,,0.804
2018-06-01 12:00:00-05:00,1.008,0.623,1.008,,,,1.631
2018-06-01 12:30:00-05:00,0.0,0.7815,0.0,,,,0.7815
2018-06-01 13:00:00-05:00,1.277,0.7244999999999998,1.277,,,,2.0015
2018-06-01 13:30:00-05:00,0.6295,0.7045,0.6295,,,,1.334
2018-06-01 14:00:00-05:00,0.8234999999999999,0.7970000000000002,0.8234999999999999,,,,1.6205
2018-06-01 14:30:00-05:00,1.4445000000000001,0.7169999999999999,1.4445000000000001,,,,2.1615
2018-06-01 15:00:00-05:00,0.5375,0.7605,0.5375,,,,1.298
2018-06-01 15:30:00-05:00,2.2945,0.7589999999999999,2.2945,,,,3.0534999999999997
2018-06-01 16:00:00-05:00,0.0,0.7044999999999999,0.0,,,,0.7044999999999999
2018-06-01 16:30:00-05:00,0.0,0.727,0.0,,,,0.727
2018-06-01 17:00:00-05:00,0.0,1.139,0.0,,,,1.139
2018-06-01 17:30:00-05:00,0.763,0.8254999999999999,0.763,,,,1.5885
2018-06-01 18:00:00-05:00,1.312,0.8554999999999999,1.312,,,,2.1675
2018-06-01 18:30:00-05:00,2.295,0.968,2.295,,,,3.263
2018-06-01 19:00:00-05:00,2.234,0.8065000000000002,2.234,,,,3.0405
2018-06-01 19:30:00-05:00,2.1805000000000003,0.7029999999999998,2.1805000000000003,,,,2.8834999999999997
2018-06-01 20:00:00-05:00,2.1340000000000003,0.7414999999999996,2.1340000000000003,,,,2.8754999999999997
2018-06-01 20:30:00-05:00,2.085,0.7570000000000001,2.085,,,,2.842
2018-06-01 21:00:00-05:00,2.052,0.8054999999999999,2.052,,,,2.8575
2018-06-01 21:30:00-05:00,2.012,0.7460000000000002,2.012,,,,2.758
2018-06-01 22:00:00-05:00,1.9615,0.7525000000000003,1.9615,,,,2.7140000000000004
2018-06-01 22:30:00-05:00,1.94,0.6305000000000002,1.94,,,,2.5705
2018-06-01 23:00:00-05:00,1.9115,0.7480000000000001,1.9115,,,,2.6595
2018-06-01 23:30:00-05:00,1.867,0.6575000000000001,1.867,,,,2.5245
2018-06-02 00:00:00-05:00,1.62,0.7065,1.62,,,,2.3265000000000002
2018-06-02 00:30:00-05:00,0.9620000000000001,0.6645000000000001,0.9620000000000001,,,,1.6265
2018-06-02 01:00:00-05:00,0.8795,0.5874999999999999,0.8795,,,,1.4669999999999999
2018-06-02 01:30:00-05:00,1.199,0.716,1.199,,,,1.915
2018-06-02 02:00:00-05:00,0.337,0.56,0.337,,,,0.897
2018-06-02 02:30:00-05:00,1.5365,0.7049999999999998,1.5365,,,,2.2415
2018-06-02 03:00:00-05:00,0.159,0.589,0.159,,,,0.748
2018-06-02 03:30:00-05:00,1.2785,0.6545000000000001,1.2785,,,,1.933
2018-06-02 04:00:00-05:00,0.202,0.6399999999999999,0.202,,,,0.8419999999999999
2018-06-02 04:30:00-05:00,1.0265,0.599,1.0265,,,,1.6255000000000002
2018-06-02 05:00:00-05:00,0.6745,0.7024999999999999,0.6745,,,,1.3770000000000002
2018-06-02 05:30:00-05:00,0.44549999999999995,0.5660000000000001,0.44549999999999995,,,,1.0115
2018-06-02 06:00:00-05:00,1.092,0.7009999999999998,1.092,,,,1.7930000000000001
2018-06-02 06:30:00-05:00,0.0,0.5765,0.0,,,,0.5765
2018-06-02 07:00:00-05:00,1.3655,0.6715000000000001,1.3655,,,,2.037
2018-06-02 07:30:00-05:00,0.0,0.626,0.0,,,,0.626
2018-06-02 08:00:00-05:00,1.3094999999999999,1.6675000000000004,1.3094999999999999,,,,2.9770000000000003
2018-06-02 08:30:00-05:00,0.0,2.613,0.0,,,,2.613
2018-06-02 09:00:00-05:00,0.0,1.1575000000000002,0.0,,,,1.1575000000000002
2018-06-02 09:30:00-05:00,0.0,0.867,0.0,,,,0.867
2018-06-02 10:00:00-05:00,0.0,0.9279999999999999,0.0,,,,0.9279999999999999
2018-06-02 10:30:00-05:00,0.0,1.093,0.0,,,,1.093
2018-06-02 11:00:00-05:00,0.0,0.827,0.0,,,,0.827
2018-06-02 11:30:00-05:00,0.9625,0.8459999999999999,0.9625,,,,1.8085
2018-06-02 12:00:00-05:00,0.0,0.7190000000000001,0.0,,,,0.7190000000000001
2018-06-02 12:30:00-05:00,1.3525,1.3275000000000001,1.3525,,,,2.68
2018-06-02 13:00:00-05:00,0.3035,1.0005000000000002,0.3035,,,,1.304
2018-06-02 13:30:00-05:00,1.1615,0.8069999999999998,1.1615,,,,1.9685000000000001
2018-06-02 14:00:00-05:00,1.054,0.8535,1.054,,,,1.9075
2018-06-02 14:30:00-05:00,0.6519999999999999,0.8569999999999998,0.6519999999999999,,,,1.509
2018-06-02 15:00:00-05:00,1.8195000000000001,0.8469999999999999,1.8195000000000001,,,,2.6665
2018-06-02 15:30:00-05:00,1.3305,0.9460000000000002,1.3305,,,,2.2765
2018-06-02 16:00:00-05:00,1.5655000000000001,0.8880000000000001,1.5655000000000001,,,,2.4535
2018-06-02 16:30:00-05:00,1.7770000000000001,0.8734999999999997,1.7770000000000001,,,,2.6505
2018-06-02 17:00:00-05:00,2.3255,0.8085,2.3255,,,,3.134
2018-06-02 17:30:00-05:00,2.3040000000000003,0.6259999999999999,2.3040000000000003,,,,2.93
2018-06-02 18:00:00-05:00,2.278,0.7875000000000001,2.278,,,,3.0655
2018-06-02 18:30:00-05:00,2.2965,0.8694999999999999,2.2965,,,,3.1660000000000004
2018-06-02 19:00:00-05:00,2.253,0.9215000000000002,2.253,,,,3.1745
2018-06-02 19:30:00-05:00,2.2215,0.9419999999999996,2.2215,,,,3.1635
2018-06-02 20:00:00-05:00,2.168,0.871,2.168,,,,3.039
2018-06-02 20:30:00-05:00,2.115,0.8005000000000002,2.115,,,,2.9155
2018-06-02 21:00:00-05:00,2.0705,0.919,2.0705,,,,2.9895
2018-06-02 21:30:00-05:00,2.0454999999999997,0.8290000000000002,2.0454999999999997,,,,2.8745000000000003
2018-06-02 22:00:00-05:00,2.0125,0.8374999999999999,2.0125,,,,2.8499999999999996
2018-06-02 22:30:00-05:00,1.972,0.9894999999999998,1.972,,,,2.9615
2018-06-02 23:00:00-05:00,1.9385,0.8130000000000001,1.9385,,,,2.7515
2018-06-02 23:30:00-05:00,0.331,0.7805,0.331,,,,1.1115
2018-06-03 00:00:00-05:00,1.8824999999999998,0.7940000000000002,1.8824999999999998,,,,2.6765
2018-06-03 00:30:00-05:00,0.6625,0.6145,0.6625,,,,1.2770000000000001
2018-06-03 01:00:00-05:00,1.6715,0.7150000000000001,1.6715,,,,2.3865
2018-06-03 01:30:00-05:00,0.3805,0.7055,0.3805,,,,1.0859999999999999
2018-06-03 02:00:00-05:00,1.249,0.6375,1.249,,,,1.8865
2018-06-03 02:30:00-05:00,0.6055,0.7230000000000001,0.6055,,,,1.3285
2018-06-03 03:00:00-05:00,0.8325,0.6924999999999999,0.8325,,,,1.525
2018-06-03 03:30:00-05:00,0.999,0.6415,0.999,,,,1.6404999999999998
2018-06-03 04:00:00-05:00,0.363,0.7415,0.363,,,,1.1045
2018-06-03 04:30:00-05:00,1.249,0.6560000000000001,1.249,,,,1.905
2018-06-03 05:00:00-05:00,0.2455,0.6565,0.2455,,,,0.9019999999999999
2018-06-03 05:30:00-05:00,1.0745,0.7444999999999999,1.0745,,,,1.819
2018-06-03 06:00:00-05:00,0.1425,0.5974999999999999,0.1425,,,,0.74
2018-06-03 06:30:00-05:00,1.1895,0.724,1.1895,,,,1.9135
2018-06-03 07:00:00-05:00,0.0515,0.677,0.0515,,,,0.7284999999999999
2018-06-03 07:30:00-05:00,1.4365,0.6419999999999999,1.4365,,,,2.0785
2018-06-03 08:00:00-05:00,0.1555,0.7395,0.1555,,,,0.895
2018-06-03 08:30:00-05:00,0.0,0.636,0.0,,,,0.636
2018-06-03 09:00:00-05:00,0.0,0.665,0.0,,,,0.665
2018-06-03 09:30:00-05:00,0.0,0.7534999999999998,0.0,,,,0.7534999999999998
2018-06-03 10:00:00-05:00,0.0,0.774,0.0,,,,0.774
2018-06-03 10:30:00-05:00,0.0,0.8855,0.0,,,,0.8855
2018-06-03 11:00:00-05:00,0.0,0.9145000000000001,0.0,,,,0.9145000000000001
2018-06-03 11:30:00-05:00,0.0,0.6975,0.0,,,,0.6975
2018-06-03 12:00:00-05:00,1.0,1.5765000000000002,1.0,,,,2.5765000000000002
2018-06-03 12:30:00-05:00,0.3135,1.5870000000000002,0.3135,,,,1.9005
2018-06-03 13:00:00-05:00,1.181,3.0945,1.181,,,,4.275500000000001
2018-06-03 13:30:00-05:00,1.531,0.7460000000000001,1.531,,,,2.277
2018-06-03 14:00:00-05:00,0.4795,0.62,0.4795,,,,1.0995
2018-06-03 14:30:00-05:00,1.591,0.5900000000000001,1.591,,,,2.181
2018-06-03 15:00:00-05:00,1.1005,0.6639999999999999,1.1005,,,,1.7645
2018-06-03 15:30:00-05:00,2.3594999999999997,0.657,2.3594999999999997,,,,3.0164999999999997
2018-06-03 16:00:00-05:00,2.3745000000000003,0.7354999999999998,2.3745000000000003,,,,3.1100000000000003
2018-06-03 16:30:00-05:00,2.365,0.7855000000000001,2.365,,,,3.1505
2018-06-03 17:00:00-05:00,2.3405,0.7609999999999997,2.3405,,,,3.1015
2018-06-03 17:30:00-05:00,2.3145,0.7530000000000001,2.3145,,,,3.0675
2018-06-03 18:00:00-05:00,2.2525000000000004,0.8969999999999998,2.2525000000000004,,,,3.1494999999999997
2018-06-03 18:30:00-05:00,2.2095000000000002,1.144,2.2095000000000002,,,,3.3535000000000004
2018-06-03 19:00:00-05:00,2.18,0.9569999999999999,2.18,,,,3.137
2018-06-03 19:30:00-05:00,2.173,1.126,2.173,,,,3.2990000000000004
2018-06-03 20:00:00-05:00,2.1345,1.0399999999999998,2.1345,,,,3.1745
2018-06-03 20:30:00-05:00,2.1175,1.0134999999999996,2.1175,,,,3.1310000000000002
2018-06-03 21:00:00-05:00,2.0854999999999997,0.8980000000000004,2.0854999999999997,,,,2.9835000000000003
2018-06-03 21:30:00-05:00,2.0715000000000003,1.1760000000000002,2.0715000000000003,,,,3.2475
2018-06-03 22:00:00-05:00,2.0475000000000003,0.861,2.0475000000000003,,,,2.9085
2018-06-03 22:30:00-05:00,0.969,0.927,0.969,,,,1.8960000000000001
2018-06-03 23:00:00-05:00,1.929,0.9685,1.929,,,,2.8975
2018-06-03 23:30:00-05:00,0.5209999999999999,0.8354999999999999,0.5209999999999999,,,,1.3565
2018-06-04 00:00:00-05:00,1.8094999999999999,0.8985000000000002,1.8094999999999999,,,,2.708
