time,T_out
2018/6/6 9:45,29.25925926
2018/6/6 10:00,29.81481481
2018/6/6 10:15,30.37037037
2018/6/6 10:30,30.92592593
2018/6/6 10:45,31.2962963
2018/6/6 11:00,31.66666667
2018/6/6 11:15,32.03703704
2018/6/6 11:30,32.22222222
2018/6/6 11:45,32.77777778
2018/6/6 12:00,33.14814815
2018/6/6 12:15,33.51851852
2018/6/6 12:30,33.7037037
2018/6/6 12:45,34.07407407
2018/6/6 13:00,34.25925926
2018/6/6 13:15,34.44444444
2018/6/6 13:30,34.62962963
2018/6/6 13:45,34.62962963
2018/6/6 14:00,34.81481481
2018/6/6 14:15,34.81481481
2018/6/6 14:30,35.18518519
2018/6/6 14:45,35
2018/6/6 15:00,35
2018/6/6 15:15,35.18518519
2018/6/6 15:30,35
2018/6/6 15:45,35
2018/6/6 16:00,34.81481481
2018/6/6 16:15,34.44444444
2018/6/6 16:30,34.07407407
2018/6/6 16:45,34.07407407
2018/6/6 17:00,33.88888889
2018/6/6 17:15,33.33333333
2018/6/6 17:30,33.33333333
2018/6/6 17:45,33.14814815
2018/6/6 18:00,32.59259259
2018/6/6 18:15,32.22222222
2018/6/6 18:30,31.66666667
2018/6/6 18:45,31.2962963
2018/6/6 19:00,30.92592593
2018/6/6 19:15,30.55555556
2018/6/6 19:30,30.37037037
2018/6/6 19:45,30
2018/6/6 20:00,29.81481481
2018/6/6 20:15,29.62962963
2018/6/6 20:30,29.62962963
2018/6/6 20:45,29.44444444
2018/6/6 21:00,29.44444444
2018/6/6 21:15,29.44444444
2018/6/6 21:30,29.07407407
2018/6/6 21:45,28.88888889
2018/6/6 22:00,28.33333333
2018/6/6 22:15,28.33333333
2018/6/6 22:30,28.14814815
2018/6/6 22:45,27.77777778
2018/6/6 23:00,27.59259259
2018/6/6 23:15,27.22222222
2018/6/6 23:30,27.03703704
2018/6/6 23:45,26.66666667
2018/6/7 0:00,26.48148148
2018/6/7 0:15,26.11111111
2018/6/7 0:30,25.92592593
2018/6/7 0:45,25.55555556
2018/6/7 1:00,25.37037037
2018/6/7 1:15,25
2018/6/7 1:30,24.62962963
2018/6/7 1:45,24.25925926
2018/6/7 2:00,23.88888889
2018/6/7 2:15,23.51851852
2018/6/7 2:30,23.33333333
2018/6/7 2:45,23.33333333
2018/6/7 3:00,22.96296296
2018/6/7 3:15,22.96296296
2018/6/7 3:30,22.77777778
2018/6/7 3:45,22.77777778
2018/6/7 4:00,22.22222222
2018/6/7 4:15,22.22222222
2018/6/7 4:30,22.59259259
2018/6/7 4:45,22.22222222
2018/6/7 5:00,22.22222222
2018/6/7 5:15,22.22222222
2018/6/7 5:30,22.22222222
2018/6/7 5:45,22.22222222
2018/6/7 6:00,22.40740741
2018/6/7 6:15,22.77777778
2018/6/7 6:30,22.77777778
2018/6/7 6:45,23.14814815
2018/6/7 7:00,23.51851852
2018/6/7 7:15,24.07407407
2018/6/7 7:30,24.07407407
2018/6/7 7:45,24.81481481
2018/6/7 8:00,25
2018/6/7 8:15,25.37037037
2018/6/7 8:30,25.55555556
2018/6/7 8:45,25.74074074
2018/6/7 9:00,27.22222222
2018/6/7 9:15,27.22222222
2018/6/7 9:30,28.14814815
2018/6/7 9:45,28.7037037
2018/6/7 10:00,28.7037037
2018/6/7 10:15,29.25925926
2018/6/7 10:30,29.44444444
2018/6/7 10:45,29.62962963
2018/6/7 11:00,29.81481481
2018/6/7 11:15,30
2018/6/7 11:30,30.37037037
2018/6/7 11:45,30.74074074
2018/6/7 12:00,30.92592593
2018/6/7 12:15,31.48148148
2018/6/7 12:30,31.66666667
2018/6/7 12:45,31.85185185
2018/6/7 13:00,32.22222222
2018/6/7 13:15,32.22222222
2018/6/7 13:30,32.40740741
2018/6/7 13:45,32.77777778
2018/6/7 14:00,32.77777778
2018/6/7 14:15,32.77777778
2018/6/7 14:30,32.77777778
2018/6/7 14:45,32.96296296
2018/6/7 15:00,33.33333333
2018/6/7 15:15,33.33333333
2018/6/7 15:30,33.33333333
2018/6/7 15:45,33.33333333
2018/6/7 16:00,33.33333333
2018/6/7 16:15,33.33333333
2018/6/7 16:30,33.33333333
2018/6/7 16:45,33.33333333
2018/6/7 17:00,33.33333333
2018/6/7 17:15,32.77777778
2018/6/7 17:30,32.77777778
2018/6/7 17:45,32.77777778
2018/6/7 18:00,32.40740741
2018/6/7 18:15,32.22222222
2018/6/7 18:30,31.85185185
2018/6/7 18:45,31.66666667
2018/6/7 19:00,31.2962963
2018/6/7 19:15,30.55555556
2018/6/7 19:30,30
2018/6/7 19:45,29.44444444
2018/6/7 20:00,29.44444444
2018/6/7 20:15,29.07407407
2018/6/7 20:30,28.88888889
2018/6/7 20:45,28.88888889
2018/6/7 21:00,28.88888889
2018/6/7 21:15,28.51851852
2018/6/7 21:30,27.96296296
2018/6/7 21:45,28.14814815
2018/6/7 22:00,27.77777778
2018/6/7 22:15,27.77777778
2018/6/7 22:30,27.22222222
2018/6/7 22:45,27.22222222
2018/6/7 23:00,27.22222222
2018/6/7 23:15,26.66666667
2018/6/7 23:30,26.48148148
2018/6/7 23:45,26.11111111
2018/6/8 0:00,25.74074074
2018/6/8 0:15,25.55555556
2018/6/8 0:30,25.18518519
2018/6/8 0:45,25
2018/6/8 1:00,25
2018/6/8 1:15,24.44444444
2018/6/8 1:30,24.44444444
2018/6/8 1:45,24.25925926
2018/6/8 2:00,23.88888889
2018/6/8 2:15,23.88888889
2018/6/8 2:30,23.88888889
2018/6/8 2:45,23.88888889
2018/6/8 3:00,23.33333333
2018/6/8 3:15,23.33333333
2018/6/8 3:30,23.33333333
2018/6/8 3:45,23.14814815
2018/6/8 4:00,23.33333333
2018/6/8 4:15,23.33333333
2018/6/8 4:30,23.33333333
2018/6/8 4:45,23.33333333
2018/6/8 5:00,23.33333333
2018/6/8 5:15,23.33333333
2018/6/8 5:30,22.96296296
2018/6/8 5:45,22.77777778
2018/6/8 6:00,22.77777778
2018/6/8 6:15,22.77777778
2018/6/8 6:30,22.77777778
2018/6/8 6:45,22.96296296
2018/6/8 7:00,23.51851852
2018/6/8 7:15,24.44444444
2018/6/8 7:30,24.44444444
2018/6/8 7:45,24.44444444
2018/6/8 8:00,24.44444444
2018/6/8 8:15,24.62962963
2018/6/8 8:30,25.18518519
2018/6/8 8:45,25.18518519
2018/6/8 9:00,25.18518519
2018/6/8 9:15,26.66666667
2018/6/8 9:30,27.03703704
2018/6/8 9:45,27.59259259
2018/6/8 10:00,27.96296296
2018/6/8 10:15,27.96296296
2018/6/8 10:30,28.7037037
2018/6/8 10:45,28.7037037
2018/6/8 11:00,28.7037037
2018/6/8 11:15,29.81481481
2018/6/8 11:30,30
2018/6/8 11:45,29.81481481
2018/6/8 12:00,30
2018/6/8 12:15,30.37037037
2018/6/8 12:30,30.55555556
2018/6/8 12:45,31.48148148
2018/6/8 13:00,31.85185185
2018/6/8 13:15,31.85185185
2018/6/8 13:30,32.40740741
2018/6/8 13:45,32.03703704
2018/6/8 14:00,32.96296296
2018/6/8 14:15,33.14814815
2018/6/8 14:30,32.96296296
2018/6/8 14:45,33.33333333
2018/6/8 15:00,33.14814815
2018/6/8 15:15,32.96296296
2018/6/8 15:30,33.14814815
2018/6/8 15:45,32.77777778
2018/6/8 16:00,33.33333333
2018/6/8 16:15,33.14814815
2018/6/8 16:30,33.33333333
2018/6/8 16:45,32.96296296
2018/6/8 17:00,32.77777778
2018/6/8 17:15,32.77777778
2018/6/8 17:30,32.22222222
2018/6/8 17:45,32.22222222
2018/6/8 18:00,31.85185185
2018/6/8 18:15,31.48148148
2018/6/8 18:30,31.11111111
2018/6/8 18:45,30.74074074
2018/6/8 19:00,30.37037037
2018/6/8 19:15,30
2018/6/8 19:30,29.44444444
2018/6/8 19:45,29.25925926
2018/6/8 20:00,28.7037037
2018/6/8 20:15,28.33333333
2018/6/8 20:30,28.33333333
2018/6/8 20:45,27.96296296
2018/6/8 21:00,27.77777778
2018/6/8 21:15,27.40740741
2018/6/8 21:30,27.03703704
2018/6/8 21:45,26.66666667
2018/6/8 22:00,26.85185185
2018/6/8 22:15,26.48148148
2018/6/8 22:30,26.11111111
2018/6/8 22:45,26.11111111
2018/6/8 23:00,25.55555556
2018/6/8 23:15,25.55555556
2018/6/8 23:30,25.37037037
2018/6/8 23:45,25
2018/6/9 0:00,25
2018/6/9 0:15,25
2018/6/9 0:30,25
2018/6/9 0:45,24.62962963
2018/6/9 1:00,24.44444444
2018/6/9 1:15,24.44444444
2018/6/9 1:30,23.88888889
2018/6/9 1:45,23.88888889
2018/6/9 2:00,23.88888889
2018/6/9 2:15,23.88888889
2018/6/9 2:30,23.51851852
2018/6/9 2:45,23.33333333
2018/6/9 3:00,23.33333333
2018/6/9 3:15,23.33333333
2018/6/9 3:30,23.33333333
2018/6/9 3:45,23.33333333
2018/6/9 4:00,23.33333333
2018/6/9 4:15,22.77777778
2018/6/9 4:30,22.77777778
2018/6/9 4:45,22.77777778
2018/6/9 5:00,22.77777778
2018/6/9 5:15,22.40740741
2018/6/9 5:30,22.22222222
2018/6/9 5:45,22.40740741
2018/6/9 6:00,22.77777778
2018/6/9 6:15,22.77777778
2018/6/9 6:30,23.14814815
2018/6/9 6:45,23.33333333
2018/6/9 7:00,23.33333333
2018/6/9 7:15,24.07407407
2018/6/9 7:30,24.62962963
2018/6/9 7:45,25.37037037
2018/6/9 8:00,25.55555556
2018/6/9 8:15,26.48148148
2018/6/9 8:30,26.66666667
2018/6/9 8:45,26.2962963
2018/6/9 9:00,27.59259259
2018/6/9 9:15,27.96296296
2018/6/9 9:30,27.22222222
2018/6/9 9:45,27.96296296
2018/6/9 10:00,28.7037037
2018/6/9 10:15,28.88888889
2018/6/9 10:30,29.62962963
2018/6/9 10:45,30
2018/6/9 11:00,30
2018/6/9 11:15,30.92592593
2018/6/9 11:30,31.11111111
2018/6/9 11:45,31.2962963
2018/6/9 12:00,31.66666667
2018/6/9 12:15,31.2962963
2018/6/9 12:30,31.48148148
2018/6/9 12:45,32.03703704
2018/6/9 13:00,32.40740741
2018/6/9 13:15,32.59259259
2018/6/9 13:30,31.85185185
2018/6/9 13:45,32.77777778
2018/6/9 14:00,32.40740741
2018/6/9 14:15,32.40740741
2018/6/9 14:30,32.96296296
2018/6/9 14:45,33.33333333
2018/6/9 15:00,33.51851852
2018/6/9 15:15,33.88888889
2018/6/9 15:30,33.33333333
